,address,LAT,LONG
1575,MCCLELLAN HY AND ROUTE 1,42.352329,-71.058012
2714,29 BRIGHTON AV,42.352409,-71.126618
462,1 BRIGHTON AV,42.352417,-71.125331
105,31 BRIGHTON AV,42.352421,-71.126721
1014,21 BRIGHTON AV,42.352557,-71.126051
1452,19 BRIGHTON AV,42.352557,-71.126031
1702,116 BRIGHTON AV,42.35261,-71.130601
2682,1 IMRIE R,42.352618,-71.138622
2818,3 IMRIE R,42.352618,-71.138622
586,108 BRIGHTON AV,42.352636,-71.130425
151,39 BRIGHTON AV,42.352653,-71.126972
764,128 BRIGHTON AV,42.352653,-71.131292
1099,55 BRIGHTON AV,42.3527,-71.12765
2742,138 BRIGHTON AV,42.352779,-71.131792
2796,615 WASHINGTON ST AND OAK SQ,42.352803,-71.062555
351,45 BRIGHTON AV,42.352848,-71.127356
1608,158 BRIGHTON AV,42.352871,-71.132516
702,1 DEWEY SQ,42.352877,-71.055509
2720,77 BRIGHTON AV,42.352882,-71.129034
1320,83 ETNA ST,42.352907,-71.148178
1576,89 BRIGHTON AV AND SUTHERLAND R,42.352935,-71.129735
1917,295 MARKET ST,42.352937,-71.151661
1926,293 MARKET ST,42.352947,-71.151661
2007,ELMIRA ST,42.352947,-71.148731
765,107 BRIGHTON AV,42.353027,-71.130481
1368,18 BOTHWELL R,42.353027,-71.160801
377,109 BRIGHTON AV,42.353037,-71.130521
1664,111 BRIGHTON AV,42.353037,-71.130521
236,BRIGHTON AV AND FORDHAM R,42.353097,-71.130941
658,BRIGHTON AV,42.353097,-71.130941
2723,d108 BRIGHTON AV,42.353097,-71.130941
1308,101 BRIGHTON AV,42.353099,-71.130625
1263,JUSTIN R,42.353124,-71.168614
2588,137 BRIGHTON AV,42.353134,-71.131383
1736,276 MARKET ST,42.353187,-71.150661
2109,147 BRIGHTON AV,42.353187,-71.131741
1669,191 BRIGHTON AV,42.353301,-71.134095
2094,157 BRIGHTON AV,42.353329,-71.132668
381,173 BRIGHTON AV,42.353437,-71.133191
48,1 PERTHSHIRE R,42.353717,-71.165081
1,9 GORDON ST,42.353737,-71.140921
832,14 MORROW R,42.353817,-71.149561
2372,181 BRIGHTON AV,42.353857,-71.133591
30,STATE ST AND SURFACE R,42.353943,-71.058997
2347,57 BIGELOW ST,42.353947,-71.167281
1637,256 MARKET ST,42.353966,-71.15018
1968,254 MARKET ST,42.354057,-71.150141
532,253 MARKET ST,42.354207,-71.150601
2801,5 ASHFORD CT,42.354211,-71.126355
494,PARSONS ST AND RIVERVIEW R,42.354217,-71.155261
1250,244 MARKET ST,42.354289,-71.150063
2761,1 SINCLAIR R,42.354417,-71.139301
2443,PURCHASE ST AND CONGRESS ST,42.354437,-71.053921
1680,238 MARKET ST,42.354487,-71.149928
503,KENRICK ST AND BRAYTON R,42.35463,-71.057605
1510,38 PENNIMAN R,42.354685,-71.137011
1206,15 NORTHERN AV,42.354723,-71.050414
121,HIGH ST AND MASSACHUSETTS AV,42.355032,-71.054082
2074,3 HIGHGATE ST,42.35505,-71.13145
135,214 MARKET ST,42.355069,-71.149453
1227,67 BURTON ST,42.355247,-71.171331
304,CAMBRIDGE ST AND BRIGHTON AV,42.355257,-71.133041
1822,92 HOBART ST,42.355293,-71.162033
44,75 BURTON ST,42.355437,-71.171111
539,HUNNEWELL AV,42.355487,-71.174324
772,RUGG R,42.355557,-71.135761
79,102 BIGELOW ST,42.35558,-71.167242
2168,4 RUGG R,42.355652,-71.135491
388,32 RUGG R,42.35568,-71.136079
110,106 BIGELOW ST,42.355707,-71.167191
2507,1 CORINNE R,42.355778,-71.158842
294,BEACON ST AND AYR R,42.355847,-71.072041
372,168 BIGELOW ST,42.355968,-71.164651
1909,164 BIGELOW ST,42.356027,-71.164811
78,75 HUNNEWELL AV,42.356212,-71.175496
395,125 CRANSHAW PL,42.356468,-71.057975
214,OLIVE ST,42.356522,-71.053343
2786,152 MARKET ST,42.35704,-71.148056
1727,RIVER ST AND OAKCREST R,42.357294,-71.070358
1921,SCHOOL ST AND THACHER ST,42.357567,-71.059229
1837,135 MARKET ST,42.357797,-71.148581
1493,LINCOLN ST AND TUFTS ST,42.357837,-71.137101
342,33 CONGRESS ST AND QUAKER L,42.357868,-71.056906
1122,E INDIA RW AND DORCHESTER AV,42.358007,-71.05054
880,81 EMPIRE ST,42.358267,-71.126941
1705,INDIA ST AND SURFACE R,42.358293,-71.053295
1679,12 ST JAMES ST,42.3583,-71.180267
693,6 ST JAMES ST,42.358465,-71.180146
923,EMPIRE ST,42.358477,-71.127061
1380,8 JOY ST AND NORTHERN AV,42.35872,-71.065193
710,6 STATE ST AND CONGRESS ST,42.35883,-71.057674
2854,93 PINCKNEY ST AND MEDFORD ST,42.358947,-71.069201
752,2 ASHBURTON PL AND BOWDOIN ST,42.359052,-71.062647
1169,22 BOSTON WHARF R,42.359098,-71.053342
898,64 REVERE ST AND DAMRELL ST,42.359477,-71.068471
1354,1 MYRTLE ST AND JOY ST,42.359503,-71.064515
879,8 COMMERCIAL ST AND DRAPER ST,42.359587,-71.053751
1468,HARVARD ST AND GARDNER ST,42.359619,-71.191343
1999,4 COMMERCIAL WF,42.359621,-71.053752
1191,SOMERSET ST AND CAMBRIDGE ST,42.359699,-71.061729
2719,HARBORSIDE DR AND FRUIT ST,42.359699,-71.024024
2023,37 HASKELL ST,42.359707,-71.128751
1880,43 COMMERCIAL WF,42.359787,-71.053645
754,SMITH ST,42.360124,-71.065526
970,33 BOWDOIN ST AND QUINCY ST,42.360243,-71.063059
2,145 DARTMOUTH ST AND COLUMBUS AV,42.3605,-71.0596
10,BOSTON HARBOR AND PRESIDENT R,42.3605,-71.0596
14,151 P ST AND COLUMBIA R,42.3605,-71.0596
15,14 BERKELEY ST AND COLUMBUS AV,42.3605,-71.0596
24,CONGRESS ST AND E SERVICE R,42.3605,-71.0596
39,BOSTON HARBOR AND LONG WF,42.3605,-71.0596
45,STANIFORD ST AND OCONNELL WY,42.3605,-71.0596
47,ARLINGTON ST AND COMMONWEALTH AV,42.3605,-71.0596
55,CANTERBURY ST AND WALK HILL ST,42.3605,-71.0596
57,51 ROXBURY ST AND SHAWMUT AV,42.3605,-71.0596
64,45 BURNETT ST AND WASHINGTON ST,42.3605,-71.0596
66,CAMBRIDGE ST AND N HARVARD ST,42.3605,-71.0596
93,2 BOWDOIN ST AND ASHBURTON PL,42.3605,-71.0596
94,CONGRESS ST AND W SERVICE R,42.3605,-71.0596
98,WYMAN ST AND GRANADA PK,42.3605,-71.0596
100,WILLIAM DAY BL AND SHORE R,42.3605,-71.0596
120,PRESIDENT RD AND BOSTON HARBOR,42.3605,-71.0596
122,CENTRE ST AND BUCHANAN R,42.3605,-71.0596
129,BAY STATE RD AND SILBER WAY,42.3605,-71.0596
138,355 WASHINGTON ST AND AMORY ST,42.3605,-71.0596
145,7 SUMMER ST AND HAUL RO,42.3605,-71.0596
146,106 SAWYER AV AND CUSHING AV,42.3605,-71.0596
147,SEAPORT BL AND BOSTON WHARF R,42.3605,-71.0596
148,4 PAISLEY PK AND BLUE HILL AV,42.3605,-71.0596
149,O ST AND COLUMBIA R,42.3605,-71.0596
154,GLENBURNE ST AND BURNSIDE AV,42.3605,-71.0596
164,CHURCH ST AND HOLLYWOOD R,42.3605,-71.0596
167,BERKELEY ST AND COLUMBUS AV,42.3605,-71.0596
169,RIVER ST AND DANA AV,42.3605,-71.0596
181,LYALL ST AND BROOK FARM R,42.3605,-71.0596
193,BENNINGTON ST AND ROUTE 1,42.3605,-71.0596
195,DANA RD AND HYDE PARK AV,42.3605,-71.0596
202,WESTLAND AV AND PUBLIC ALLEY 818,42.3605,-71.0596
205,VINING ST AND FENWOOD R,42.3605,-71.0596
210,GORHAM ST AND BRAINERD R,42.3605,-71.0596
216,WALK HILL ST AND AMERICAN LEGION HY,42.3605,-71.0596
230,ST BOTOLPH ST AND HUNTINGTON AV,42.3605,-71.0596
231,MAPLE ST AND GARTH R,42.3605,-71.0596
244,ALCORN ST AND COMMONWEALTH AV,42.3605,-71.0596
261,GREENFIELD RD AND RALSTON R,42.3605,-71.0596
263,3 BOSTON ST AND WARD ST,42.3605,-71.0596
269,N WASHINGTON ST AND BOSTON HARBOR,42.3605,-71.0596
273,BAYSWATER ST AND ST ANDREW R,42.3605,-71.0596
274,4 DUDLEY ST AND MT PLEASANT AV,42.3605,-71.0596
278,SPRING ST AND CYPRESS R,42.3605,-71.0596
288,HUNTINGTON AV AND W NEWTON ST,42.3605,-71.0596
295,RIVER ST AND RESERVATION R,42.3605,-71.0596
296,194 W SPRINGFIELD ST AND COLUMBUS AV,42.3605,-71.0596
306,WASHINGTON ST AND W BOUNDARY R,42.3605,-71.0596
309,89 FOREST HILLS ST AND WOODSIDE AV,42.3605,-71.0596
313,14 ST LUKES RD AND QUINT AV,42.3605,-71.0596
316,DESOTO RD AND PARAGON R,42.3605,-71.0596
324,PARK ST AND GILMORE,42.3605,-71.0596
336,COURT ST AND ASHBURTON PL,42.3605,-71.0596
337,BOSTON HARBOR AND DORCHESTER BAY,42.3605,-71.0596
338,BLOSSOM ST AND OCONNELL WY,42.3605,-71.0596
341,ALBION ST AND MAIN ST,42.3605,-71.0596
353,84 MILTON ST AND MILTON AV,42.3605,-71.0596
356,BLUE HILL AV AND WARREN AV,42.3605,-71.0596
359,WALK HILL ST AND FOTTLER R,42.3605,-71.0596
361,E COTTAGE ST AND COLUMBIA R,42.3605,-71.0596
363,SEVER ST AND ELM HILL,42.3605,-71.0596
366,MOSS HILL RD AND CEDARWOOD R,42.3605,-71.0596
375,LAKE ST AND GLENMONT R,42.3605,-71.0596
401,WASHINGTON ST AND VALLEY R,42.3605,-71.0596
411,CASTLETON ST AND FISHER AV,42.3605,-71.0596
437,WASHINGTON ST AND DICKINSON R,42.3605,-71.0596
444,MT VERNON ST AND COREY ST,42.3605,-71.0596
446,CANTERBURY ST AND PINEDALE R,42.3605,-71.0596
458,CENTRE ST AND DUNSTER R,42.3605,-71.0596
470,WALNUT ST AND VALLEY R,42.3605,-71.0596
476,1 HAVRE ST AND ROUTE 1,42.3605,-71.0596
478,BLUE HILL AV AND COLUMBIA R,42.3605,-71.0596
479,WASHINGTON ST AND MALBERT R,42.3605,-71.0596
489,CHARLES ST AND SILVER PL,42.3605,-71.0596
492,CAMBRIDGE ST AND DENBY R,42.3605,-71.0596
497,55 LORING ST AND LORING PL,42.3605,-71.0596
498,FREEPORT ST AND VICTORY R,42.3605,-71.0596
511,539 WASHINGTON ST AND MASON ST,42.3605,-71.0596
513,WASHINGTON ST AND COREY R,42.3605,-71.0596
514,WASHINGTON ST AND COLBERG AV,42.3605,-71.0596
515,N HARVARD ST AND WESTERN AV,42.3605,-71.0596
522,ST EDWARD RD AND BEACHVIEW R,42.3605,-71.0596
541,ALWIN ST AND DEDHAM PY,42.3605,-71.0596
547,SAVIN ST AND WARREN AV,42.3605,-71.0596
554,WASHINGTON ST AND SURREY ST,42.3605,-71.0596
556,BOSTON ST AND COLUMBIA R,42.3605,-71.0596
557,241 ST BOTOLPH ST AND SUDBURY ST,42.3605,-71.0596
563,WASHINGTON ST AND MONASTERY R,42.3605,-71.0596
568,41 OLDFIELDS RD AND COLUMBIA R,42.3605,-71.0596
570,N ST AND COLUMBIA R,42.3605,-71.0596
574,14 KELLEY CT AND WESTERN AV,42.3605,-71.0596
576,5 LAKE ST AND WASHINGTON ST,42.3605,-71.0596
577,154 PRINCE ST AND KINGSTON ST,42.3605,-71.0596
582,WASHINGTON ST AND ROSSMORE R,42.3605,-71.0596
583,8 CAUSEWAY ST AND RUTHERFORD AV,42.3605,-71.0596
590,101 MORRISSEY BL,42.3605,-71.0596
596,SOUTH ST AND ARCHDALE R,42.3605,-71.0596
598,219 QUEENSBERRY ST AND PARK DR,42.3605,-71.0596
601,LAKE ST AND UNDINE R,42.3605,-71.0596
605,RIVER ST AND VALLARO R,42.3605,-71.0596
609,AUSTIN ST AND RUTHERFORD AV,42.3605,-71.0596
611,CENTRE ST AND ORCHARD R,42.3605,-71.0596
615,WASHINGTON ST AND ELVEN R,42.3605,-71.0596
617,WASHINGTON ST AND MARGINAL R,42.3605,-71.0596
619,BEACON ST AND BAY STATE R,42.3605,-71.0596
630,MAY ST AND MOSS HILL R,42.3605,-71.0596
641,WASHINGTON ST AND HARRISON AV,42.3605,-71.0596
645,539 WASHINGTON ST AND AV DE LAFAYETTE,42.3605,-71.0596
649,SUMMER ST AND WHITE ST,42.3605,-71.0596
651,1 E SERVICE RD AND CONGRESS ST,42.3605,-71.0596
661,HARRISON AV AND UNION PK,42.3605,-71.0596
662,17 FORT AV TR AND FORT AV,42.3605,-71.0596
667,SPRING ST AND BAKER AV,42.3605,-71.0596
670,DANA AV AND WALNUT AV,42.3605,-71.0596
673,MAPLE ST AND GRAHAM CT,42.3605,-71.0596
675,STOUGHTON ST AND COLUMBIA R,42.3605,-71.0596
677,N WASHINGTON ST AND RUTHERFORD AV,42.3605,-71.0596
688,WASHINGTON ST AND MELVIN AV,42.3605,-71.0596
696,211 DORCHESTER AV AND GENEVA AV,42.3605,-71.0596
697,COREY RD AND MT HOOD R,42.3605,-71.0596
701,MT HOOD RD AND COREY R,42.3605,-71.0596
708,E ST AND FLAHERTY WY,42.3605,-71.0596
712,WASHINGTON ST AND FIRTH R,42.3605,-71.0596
713,21 ROCKLAND ST AND WALNUT AV,42.3605,-71.0596
722,E SERVICE RD AND SLEEPER ST,42.3605,-71.0596
730,1 W 5TH ST AND W HOWELL ST,42.3605,-71.0596
742,CAMBRIDGE ST AND ROSS R,42.3605,-71.0596
743,LOMBARD ST AND PIERCE AV,42.3605,-71.0596
744,839 BEACON ST AND ATLANTIC AV,42.3605,-71.0596
745,WELD ST AND GARNET R,42.3605,-71.0596
756,DORCHESTER AV AND MOTHER JULIA R,42.3605,-71.0596
759,157 CENTRE ST AND GUERNSEY ST,42.3605,-71.0596
767,RIVER ST AND CUMMINS HY,42.3605,-71.0596
773,FRANCIS ST AND BROOKLINE AV,42.3605,-71.0596
779,9a W BROOKLINE ST AND HUNTINGTON AV,42.3605,-71.0596
792,WALNUT AV AND PARK LANE,42.3605,-71.0596
802,GRANBY ST AND COMMONWEALTH AV,42.3605,-71.0596
804,177 CHARLES ST AND SILVER PL,42.3605,-71.0596
816,WASHINGTON ST AND MULLINS WY,42.3605,-71.0596
817,W 7TH ST AND ORTON MAROTTA WY,42.3605,-71.0596
818,WARREN ST AND BLUE HILL AV,42.3605,-71.0596
825,WASHINGTON ST AND COLUMBIA R,42.3605,-71.0596
826,162 TREMONT ST AND HUNTINGTON AV,42.3605,-71.0596
827,228 COREY RD AND WOODSTOCK AV,42.3605,-71.0596
835,MARTIN LUTHER KING BLVD AND HUMBOLDT AV,42.3605,-71.0596
836,RIVER ST AND SOLARIS R,42.3605,-71.0596
845,322 TALBOT AV AND SOUTHERN AV,42.3605,-71.0596
846,PRESCOTT ST AND MAIN ST,42.3605,-71.0596
848,8 MORRISSEY BL,42.3605,-71.0596
851,BAKER ST AND CUTTER R,42.3605,-71.0596
852,RIVER ST AND HILLIS R,42.3605,-71.0596
855,159 WASHINGTON ST AND MONASTERY R,42.3605,-71.0596
856,SPRING ST AND CONSTANCE R,42.3605,-71.0596
860,GORDON AV AND HIGH ROCK WY,42.3605,-71.0596
876,MALVERN ST AND COMMONWEALTH AV,42.3605,-71.0596
897,377 W 1ST ST AND SEAPORT BL,42.3605,-71.0596
903,101 HEATH ST AND BICKFORD AV,42.3605,-71.0596
917,WASHINGTON ST AND STELLMAN R,42.3605,-71.0596
930,1 CAMBRIDGE ST AND NEW CHARDON ST,42.3605,-71.0596
931,HARRISON AV AND SULLIVAN WY,42.3605,-71.0596
936,WALNUT AV AND DANA AV,42.3605,-71.0596
937,CENTRE ST AND PERSHING R,42.3605,-71.0596
941,5 OCONNOR WY AND OCONNOR WY,42.3605,-71.0596
946,BLUE HILL AV AND JOHNSTON R,42.3605,-71.0596
969,PARK ST AND ALPHA R,42.3605,-71.0596
971,GORHAM ST AND COMMONWEALTH AV,42.3605,-71.0596
973,15 MORRISSEY BL,42.3605,-71.0596
975,19 STUART ST AND SAMMETT AV,42.3605,-71.0596
976,NEW CHARDON ST AND NEW SUDBURY ST,42.3605,-71.0596
982,KING BL AND HUMBOLDT AV,42.3605,-71.0596
1012,WASHINGTON ST AND MURRAY HILL R,42.3605,-71.0596
1021,GILMER ST AND WESTMORE R,42.3605,-71.0596
1023,W 1ST ST AND PAPPAS WY,42.3605,-71.0596
1026,THEODORE PARKER RD AND HALFORD R,42.3605,-71.0596
1027,MT VERNON ST AND MORRISSEY BL,42.3605,-71.0596
1033,WASHINGTON ST AND HYDE PARK AV,42.3605,-71.0596
1039,NORTHERN AV AND MASSPORT HAUL R,42.3605,-71.0596
1040,ALBANY ST AND UNION PK,42.3605,-71.0596
1044,SOMERSET ST AND CENTRE PZ,42.3605,-71.0596
1053,51 HOLBORN ST AND BLUE HILL AV,42.3605,-71.0596
1055,211 E BERKELEY ST AND HARRISON AV,42.3605,-71.0596
1057,225 FRIEND ST AND E BROADWAY,42.3605,-71.0596
1058,BABCOCK ST AND COMMONWEALTH AV,42.3605,-71.0596
1062,ADAMS ST AND LYDON WY,42.3605,-71.0596
1079,HUNTINGTON AV AND OPERA PL,42.3605,-71.0596
1093,LAGRANGE ST AND BROOK FARM R,42.3605,-71.0596
1105,3 DORSET ST AND WILLOW CT,42.3605,-71.0596
1106,HIGHLAND AV AND FORT AV,42.3605,-71.0596
1108,PARK ST AND WOODARD R,42.3605,-71.0596
1121,CORNELL ST AND COLBERG AV,42.3605,-71.0596
1126,5 BOYLSTON ST AND ST JAMES AV,42.3605,-71.0596
1133,107 LORNA RD AND ROBINWOOD AV,42.3605,-71.0596
1136,SARATOGA ST AND NEPTUNE CR,42.3605,-71.0596
1138,HARRISON AV AND MULLINS WY,42.3605,-71.0596
1140,3193 WASHINGTON ST AND MONTEBELLO R,42.3605,-71.0596
1142,H ST AND H STREET PL,42.3605,-71.0596
1143,69 ADAMS ST AND OAKTON AV,42.3605,-71.0596
1144,234 BERKELEY ST AND S HUNTINGTON AV,42.3605,-71.0596
1151,78 OLD HARBOR ST AND COLUMBIA R,42.3605,-71.0596
1158,WALNUT ST AND WESTMINSTER AV,42.3605,-71.0596
1160,ROLAND ST AND CRESCENT AV,42.3605,-71.0596
1163,CENTRE ST AND WESTCHESTER R,42.3605,-71.0596
1165,86 SCHOOL ST AND CHESTNUT AV,42.3605,-71.0596
1166,WASHINGTON ST AND BRECK AV,42.3605,-71.0596
1175,AV DE LAFAYETTE AND HARRISON AV,42.3605,-71.0596
1183,392 COLUMBIA RD AND WASHINGTON ST,42.3605,-71.0596
1199,52 MONUMENT ST AND MONUMENT AV,42.3605,-71.0596
1200,PARK ST AND GERTRUDE R,42.3605,-71.0596
1208,BUNKER HILL ST AND CONCORD AV,42.3605,-71.0596
1220,ISABELLA ST AND COLUMBUS AV,42.3605,-71.0596
1226,BLUE HILL AV AND LANDOR R,42.3605,-71.0596
1233,DARTMOUTH ST AND ST JAMES ST,42.3605,-71.0596
1249,HUNTINGTON AV AND ST ALBANS R,42.3605,-71.0596
1259,SOUTHERN AV AND NORTHERN AV,42.3605,-71.0596
1261,552 HARVARD ST AND WALNUT AV,42.3605,-71.0596
1264,1 WESTMINSTER ST AND WASHINGTON ST,42.3605,-71.0596
1265,3 MORTON ST AND COLUMBIA R,42.3605,-71.0596
1266,31 MORTON ST AND COLUMBIA ST,42.3605,-71.0596
1267,NORTHERN AV AND SOUTHERN AV,42.3605,-71.0596
1269,14 PASADENA RD AND COLUMBIA R,42.3605,-71.0596
1274,BOWER ST AND KOVEY R,42.3605,-71.0596
1284,SOMERSET ST AND BEACON ST,42.3605,-71.0596
1285,176 HARVARD ST AND COMMONWEALTH AV,42.3605,-71.0596
1287,E BERKELEY ST AND WASHINGTON ST,42.3605,-71.0596
1295,RIVER ST AND GILLESPIES L,42.3605,-71.0596
1304,COMMONWEALTH AV AND NAPLES R,42.3605,-71.0596
1311,N WASHINGTON ST AND CHARLES ST,42.3605,-71.0596
1317,BLOOMINGTON ST AND COLUMBIA R,42.3605,-71.0596
1329,242 E 9TH ST AND PATTERSON WY,42.3605,-71.0596
1331,SPRING ST AND LEDGE HILL R,42.3605,-71.0596
1339,95 CANTERBURY ST AND CUMMINS HY,42.3605,-71.0596
1343,QUINCY ST AND COLUMBIA R,42.3605,-71.0596
1349,FLORIDA ST AND MALLARD AV,42.3605,-71.0596
1350,BAY STATE RD AND BEACON ST,42.3605,-71.0596
1361,WASHINGTON ST AND BRAYTON R,42.3605,-71.0596
1363,COMMONWEALTH AV AND ST PAUL AV,42.3605,-71.0596
1376,AVONDALE ST AND MOTHER JULIA R,42.3605,-71.0596
1377,11 BLUE HILL AV AND ELM HILL AV,42.3605,-71.0596
1378,25 SPRING ST AND MILTON AV,42.3605,-71.0596
1379,WASHINGTON ST AND MONTEBELLO R,42.3605,-71.0596
1392,STUART ST AND HARRISON AV,42.3605,-71.0596
1397,MORTON ST AND COMMONWEALTH AV,42.3605,-71.0596
1398,ATLANTIC AV AND LONG WF,42.3605,-71.0596
1407,GURNEY ST AND STATION ST,42.3605,-71.0596
1413,COURTLAND RD AND GREENDALE R,42.3605,-71.0596
1417,235 WASHINGTON ST AND WESTERN AV,42.3605,-71.0596
1418,HERALD ST AND WASHINGTON ST,42.3605,-71.0596
1428,RIVER ST AND FAIRMOUNT AV,42.3605,-71.0596
1434,148 ATHENS ST AND O ST,42.3605,-71.0596
1437,WARREN ST AND WARREN AV,42.3605,-71.0596
1440,PRATT ST AND HARTLEY TR,42.3605,-71.0596
1441,HAVRE ST AND ROUTE 1,42.3605,-71.0596
1443,4281 WASHINGTON ST AND KITTREDGE ST,42.3605,-71.0596
1456,MT VERNON ST AND WALNUT,42.3605,-71.0596
1489,1597 BLUE HILL AV AND E 1ST ST,42.3605,-71.0596
1504,RIDGEWAY L,42.3605,-71.0596
1505,MORRISSEY BL,42.3605,-71.0596
1513,231 HEATH ST AND BELGRADE AV,42.3605,-71.0596
1521,D ST AND ANCHOR WY,42.3605,-71.0596
1523,WARREN ST AND WARREN PL,42.3605,-71.0596
1526,SOUTH ST AND HOLLYWOOD R,42.3605,-71.0596
1534,539 WASHINGTON ST AND LAFAYETTE AV,42.3605,-71.0596
1536,NEWBURY ST AND MASSACHUSETTS AV,42.3605,-71.0596
1537,GARDNER ST AND SPRING ST,42.3605,-71.0596
1540,WADE ST AND COMMONWEALTH AV,42.3605,-71.0596
1544,15 FAIRMOUNT AV AND THIRD NEW WY,42.3605,-71.0596
1549,209 BENNINGTON ST AND HUNTINGTON AV,42.3605,-71.0596
1550,BOWKER ST AND NEW SUDBURY ST,42.3605,-71.0596
1556,5 CONGRESS ST AND E SERVICE R,42.3605,-71.0596
1557,BERKELEY ST AND HARRISON AV,42.3605,-71.0596
1559,128 BROOKLINE AV AND BURLINGTON AV,42.3605,-71.0596
1563,48 PRATT ST AND ASHFORD TR,42.3605,-71.0596
1570,39 MATTAKEESET ST AND INDUSTRIAL DR,42.3605,-71.0596
1574,STATE ST AND LONG WF,42.3605,-71.0596
1577,1 WEST ST AND FORSYTH ST,42.3605,-71.0596
1581,WASHINGTON ST AND KENTON R,42.3605,-71.0596
1589,REVERE ST AND ROLLINS PL,42.3605,-71.0596
1597,208 NORWELL ST AND HOWARD AV,42.3605,-71.0596
1598,POND ST AND WOODLAND R,42.3605,-71.0596
1599,RUTHERFORD AV AND NORTHERN AV,42.3605,-71.0596
1605,E SERVICE RD AND COLUMBUS AV,42.3605,-71.0596
1611,402 ATLANTIC AV AND COMMONWEALTH AV,42.3605,-71.0596
1612,WASHINGTON ST AND EUSTON R,42.3605,-71.0596
1618,439 WASHINGTON ST AND FOSTER ST,42.3605,-71.0596
1620,WESTMINSTER ST AND DERRY R,42.3605,-71.0596
1623,JUNIPER ST AND MARGO R,42.3605,-71.0596
1638,DEERFIELD ST AND BAY STATE R,42.3605,-71.0596
1647,CENTRE ST AND NORTHDALE R,42.3605,-71.0596
1648,WASHINGTON ST AND UNION PK,42.3605,-71.0596
1652,33 LENNON CT AND COLUMBIA R,42.3605,-71.0596
1656,LAKE ST AND LAKE SHORE R,42.3605,-71.0596
1657,MARKET ST AND CRANSHAW PL,42.3605,-71.0596
1659,W SCHOOL ST AND RUTHERFORD AV,42.3605,-71.0596
1666,49 D ST AND OLD COLONY AV,42.3605,-71.0596
1675,SOUTH BAY AV AND FRONTAGE R,42.3605,-71.0596
1678,238 MARKET ST AND CYPRESS R,42.3605,-71.0596
1689,MORELAND ST AND WARREN AV,42.3605,-71.0596
1691,NORTHAMPTON ST AND NORTHAMPTON PL,42.3605,-71.0596
1692,1 CLARENDON ST AND COLUMBUS AV,42.3605,-71.0596
1694,GLOUCESTER ST AND BEACON ST,42.3605,-71.0596
1699,WASHINGTON ST AND COOLIDGE R,42.3605,-71.0596
1704,DORCHESTER AV AND HAUL RO,42.3605,-71.0596
1706,A ST AND E BROADWAY,42.3605,-71.0596
1707,SILBER WAY AND BAY STATE R,42.3605,-71.0596
1718,SUMNER ST AND CLIPPER SHIP L,42.3605,-71.0596
1719,RUGGLES ST AND RAYNOR AV,42.3605,-71.0596
1723,COMMERCIAL ST AND COMMERCIAL WF,42.3605,-71.0596
1739,GRIMES ST AND WARD ST,42.3605,-71.0596
1745,BLUE HILL AV AND VESTA R,42.3605,-71.0596
1761,61 ST JAMES ST AND VICTORIA HEIGHTS R,42.3605,-71.0596
1776,SAFFORD ST AND CHAPEL PL,42.3605,-71.0596
1777,RIVER ST AND NEPONSET VALLEY PY,42.3605,-71.0596
1778,SOUTH ST AND N WASHINGTON ST,42.3605,-71.0596
1779,SAFFORD ST AND CHAPEL R,42.3605,-71.0596
1782,WILLIAMS AV AND PROSPECT AV,42.3605,-71.0596
1788,RIVER ST AND NEPONSET AV,42.3605,-71.0596
1793,CLARE AV AND AMERICAN LEGION HY,42.3605,-71.0596
1799,108 DORCHESTER ST AND E BROADWAY,42.3605,-71.0596
1801,1 UNIVERSITY RD AND COMMONWEALTH AV,42.3605,-71.0596
1804,BLAKE ST AND GREENFIELD R,42.3605,-71.0596
1813,DEERFIELD ST AND COMMONWEALTH AV,42.3605,-71.0596
1818,WASHINGTON ST AND ACADEMY HILL R,42.3605,-71.0596
1821,PARK ST AND ELWYN R,42.3605,-71.0596
1824,LINCOLN PL AND W SPRINGFIELD ST,42.3605,-71.0596
1825,DEVON ST AND COLUMBIA R,42.3605,-71.0596
1828,ARLINGTON ST AND BEACON ST,42.3605,-71.0596
1835,1 WEST ST AND WASHINGTON ST,42.3605,-71.0596
1841,399 CONGRESS ST AND E SERVICE R,42.3605,-71.0596
1845,BALL ST AND SHAWMUT AV,42.3605,-71.0596
1846,WHITBY TR AND PLEASANT ST,42.3605,-71.0596
1870,45 MT VERNON ST AND DORCHESTER AV,42.3605,-71.0596
1873,SUMMER ST AND HOLLY R,42.3605,-71.0596
1884,1785 COLUMBUS AV AND WESTERN AV,42.3605,-71.0596
1887,N WASHINGTON ST AND MAIN ST,42.3605,-71.0596
1898,76 MINOT ST AND WENLOCK R,42.3605,-71.0596
1901,BLUE HILL AV AND TENNIS R,42.3605,-71.0596
1903,14 TARLETON RD AND CAROLINA AV,42.3605,-71.0596
1914,65 STRATHMORE RD AND ENGLEWOOD AV,42.3605,-71.0596
1941,201 S HUNTINGTON AV AND COMMONWEALTH AV,42.3605,-71.0596
1942,95 WALDECK ST AND GENEVA AV,42.3605,-71.0596
1945,189 DELHI ST AND WALNUT ST,42.3605,-71.0596
1953,E BERKELEY ST AND COLUMBUS AV,42.3605,-71.0596
1961,ALLSTON ST AND COMMONWEALTH AV,42.3605,-71.0596
