,address,LAT,LONG
2609,53 COPELAND ST AND NEPONSET AV,42.322727,-71.079671
2010,299 NORFOLK AV AND MARSHFIELD ST,42.322737,-71.067231
384,5 BROOK AV,42.322776,-71.073544
2419,2731 WASHINGTON ST,42.323005,-71.090402
603,36 WALNUT AV,42.323065,-71.084436
564,279 NORFOLK AV,42.32336,-71.06774
1005,46 WALNUT AV,42.323405,-71.084201
1988,MONTROSE ST,42.323537,-71.080891
531,45 WALNUT AV,42.323561,-71.084372
545,43 WALNUT AV,42.323587,-71.084426
2765,269 NORFOLK AV,42.323587,-71.067777
365,52 BYNNER ST,42.323649,-71.110967
2403,ENTERPRISE ST AND DORCHESTER AV,42.323657,-71.062581
117,THORNTON ST,42.323667,-71.091323
1289,54 BYNNER ST,42.323673,-71.11109
1773,6 WARREN ST,42.323759,-71.144769
31,4 WARREN ST,42.32377,-71.144783
399,42 BLUE HILL AV AND DUDLEY ST,42.323777,-71.075881
1948,REGENT ST,42.323977,-71.086311
2297,1 EDGE HILL ST,42.323982,-71.105349
1221,14 WALNUT AV,42.323986,-71.083377
2775,NORFOLK AV AND CRISPUS ATTUCKS PL,42.324174,-71.08826
1444,202 NORFOLK AV,42.324217,-71.068111
1463,222 NORFOLK AV,42.324265,-71.068393
1154,15 WALNUT AV,42.32437,-71.083555
2022,249 NORFOLK AV,42.324371,-71.068497
2214,209 NORFOLK AV,42.324376,-71.068502
820,15 CLARENCE ST,42.324387,-71.073391
2313,22 EDGE HILL ST,42.324397,-71.107181
1684,11 WALNUT AV,42.324407,-71.083511
70,24 ROUND HILL ST,42.324454,-71.105128
1164,36 WHITING ST,42.324517,-71.080981
243,27 ROUND HILL ST,42.324577,-71.105111
2045,35 ROUND HILL ST,42.324717,-71.105671
573,47 LANGDON ST,42.324737,-71.071101
2811,45 ROUND HILL ST,42.324877,-71.106381
698,54 LANGDON ST,42.324947,-71.071331
891,6 FORT AV,42.325067,-71.093531
1475,NORFOLK AV,42.325507,-71.070091
2752,NORFOLK AV AND LAMBERT AV,42.325507,-71.070091
655,17 FORT AV,42.325557,-71.093851
1124,78 FOREST ST,42.325587,-71.075731
2301,19 REGENT ST,42.325757,-71.084191
383,9 REGENT ST,42.325838,-71.083795
2514,49 FORT AV,42.326187,-71.095121
916,7 ST JAMES ST,42.326207,-71.083971
2460,47 FOREST ST,42.326308,-71.077279
2446,43 FOREST ST,42.326358,-71.077393
223,2566 WASHINGTON ST,42.326446,-71.087408
2693,41 FOREST ST,42.326497,-71.077581
2268,2565 WASHINGTON ST,42.326511,-71.087861
1492,MAGAZINE ST AND DUDLEY ST,42.326576,-71.071571
1632,35 ST JAMES ST,42.326641,-71.085404
883,ST JAMES ST,42.326816,-71.085473
1300,FOREST ST,42.326859,-71.077353
1992,21 FOREST ST,42.326907,-71.078231
2199,4 FISHER AV,42.327018,-71.099965
549,CIRCUIT DR,42.327069,-71.158983
1774,61 ST JAMES ST,42.327087,-71.086311
2374,12 FISHER AV,42.327107,-71.100351
2737,WENSLEY ST,42.327147,-71.102061
1403,SHETLAND ST AND ALLSTATE R,42.327295,-71.064194
2334,HOWARD ST AND DUDLEY ST,42.327587,-71.074291
2364,DUDLEY ST AND HOWARD ST,42.327587,-71.074291
1207,52 FISHER AV,42.327616,-71.102311
909,144 ADAMS ST,42.327775,-71.077514
942,146 ADAMS ST,42.327775,-71.077514
2608,91 ALLERTON ST,42.327863,-71.069604
2584,4 FOREST ST,42.327888,-71.079133
2371,FISHER AV,42.328077,-71.104841
2518,67 ALLERTON ST,42.328257,-71.070101
2522,ALLERTON ST,42.328346,-71.070211
2531,65 ALLERTON ST,42.328346,-71.07021
2410,1 DUBOIS ST,42.328477,-71.076121
2692,2 DUBOIS ST,42.328477,-71.076121
2269,134 HAMPDEN ST AND CAMBRIDGE ST,42.328556,-71.074877
831,15 NORFOLK AV,42.328773,-71.074557
625,EUSTIS ST AND DUDLEY ST,42.328867,-71.077501
2262,HAMPDEN ST,42.328867,-71.075211
1488,32 NORFOLK AV,42.328891,-71.07405
1466,22 NORFOLK AV,42.328999,-71.074911
1530,HIGHLAND AV,42.329017,-71.092671
1720,2 HILLSIDE ST,42.329087,-71.099151
1918,59 DUDLEY ST,42.329107,-71.087513
881,53 DUDLEY ST,42.329137,-71.087751
2495,27 HIGHLAND AV,42.329227,-71.092761
668,42 DUDLEY ST,42.329336,-71.088127
1442,21 DUDLEY ST,42.329337,-71.089041
2747,31 HIGHLAND AV,42.329357,-71.092924
2117,16 HILLSIDE ST,42.329472,-71.099671
1572,46 DUDLEY ST,42.329487,-71.087921
813,33 HIGHLAND AV,42.329494,-71.093007
1402,3 WARREN ST,42.32951,-71.083336
2790,1148 HARRISON AV,42.329707,-71.082081
535,DUDLEY ST AND GLENVILLE AV,42.33,-71.07
2152,117 DUDLEY ST AND HARRISON AV,42.33,-71.07
2213,DEVONSHIRE ST AND HIGH ST,42.33,-71.12
2555,DUDLEY ST AND CLIFFORD ST,42.33,-71.07
2768,DUDLEY ST AND COLUMBIA R,42.33,-71.07
1867,9 WARREN ST,42.330158,-71.083664
1362,2 WARREN ST,42.330388,-71.082999
1910,DORCHESTER ST AND JENKINS ST,42.330417,-71.053451
2068,48 GERARD ST,42.330425,-71.072146
750,732 BEACON ST,42.330447,-71.1905
749,DEXTER ST AND DORCHESTER AV,42.330479,-71.057668
1792,15 DEXTER ST AND DORCHESTER AV,42.330479,-71.057668
33,OLD COLONY AV AND DORCHESTER AV,42.330617,-71.053111
9,771 BEACON ST,42.330674,-71.192083
128,CHESTNUT HILL AV AND ACADEMY HILL R,42.3307,-71.1662
334,CHESTNUT HILL AV AND JACKSON AV,42.3307,-71.1662
566,CHESTNUT HILL AV AND STRATHMORE R,42.3307,-71.1662
838,CHESTNUT HILL AV AND BEACON ST,42.3307,-71.1662
958,381 CHESTNUT HILL AV AND WASHINGTON ST,42.3307,-71.1662
2829,63 CHESTNUT HILL AV AND CAROL AV,42.3307,-71.1662
317,2193 WASHINGTON ST,42.330824,-71.082996
2006,45 GERARD ST,42.330923,-71.072261
60,CLAREMONT PK AND BOYLSTON ST,42.3312,-71.1262
179,ST CECELIA ST AND BOYLSTON ST,42.3312,-71.1262
256,228 W 9TH ST AND BOYLSTON ST,42.3312,-71.1262
593,SCOTIA ST AND BOYLSTON ST,42.3312,-71.1262
746,BOYLSTON ST AND RING R,42.3312,-71.1262
914,BOYLSTON ST AND HEREFORD ST,42.3312,-71.1262
1685,BOYLSTON ST AND VAN NESS ST,42.3312,-71.1262
2293,8 BOYLSTON ST AND BLUE HILL AV,42.3312,-71.1262
2299,76 BOYLSTON ST AND RING R,42.3312,-71.1262
2681,155 CONGRESS ST AND BOYLSTON ST,42.3312,-71.1262
1326,SOUTHAMPTON ST AND FRONTAGE R,42.331317,-71.063661
2150,201 L ST AND I ST,42.331427,-71.035259
2227,OSWALD ST,42.331437,-71.104321
2613,WOODWARD PK,42.331457,-71.056601
2805,E 8TH ST AND MARINE R,42.331517,-71.040791
2236,3 OSWALD ST,42.331547,-71.104241
1180,1 OSWALD ST,42.331637,-71.104171
477,BURKE ST AND DORCHESTER ST,42.331677,-71.051321
1650,WASHINGTON ST AND JUNIPER ST,42.331705,-71.11608
2663,NEWBURY ST AND BROOKLINE AV,42.3318,-71.1212
1316,81 CHESTNUT HILL DR,42.331804,-71.159739
2066,8TH ST AND NORCROSS PL,42.33182,-71.03658
1724,1474 TREMONT ST,42.331837,-71.098221
1335,1423 TREMONT ST,42.331853,-71.096238
2570,1437 TREMONT ST,42.331897,-71.096483
1482,1475 TREMONT ST,42.332001,-71.098276
369,1457 TREMONT ST,42.332002,-71.097419
1483,1451 TREMONT ST,42.332003,-71.097174
2494,1467 TREMONT ST,42.332036,-71.097849
2453,1465 TREMONT ST,42.332122,-71.097815
1439,1481 TREMONT ST,42.332227,-71.098141
1315,1499 TREMONT ST,42.332236,-71.099187
350,29 WAIT ST,42.332257,-71.106621
2295,1526 TREMONT ST,42.332294,-71.100032
943,1497 TREMONT ST,42.332497,-71.099091
2652,166 I ST AND BURRILL PL,42.332537,-71.039721
2464,465 BEACON ST,42.332646,-71.178536
653,1558 TREMONT ST,42.332767,-71.101231
203,41 8TH ST,42.332799,-71.051069
1929,FRONTAGE RD AND CONGRESS ST,42.332815,-71.061067
1912,1545 TREMONT ST,42.332939,-71.100118
578,13 HALLECK ST,42.33305,-71.095402
17,3 LONGWOOD AV,42.33313,-71.107278
1491,26 LONGWOOD AV,42.33313,-71.107278
2497,2 LONGWOOD AV,42.33313,-71.107278
2567,18 LONGWOOD AV,42.33313,-71.107278
268,RUTHERFORD AV AND CITY SQ,42.3334,-71.0495
387,1261 DORCHESTER AV AND FREEPORT ST,42.3334,-71.0439
691,N WASHINGTON ST AND CITY SQ,42.3334,-71.0495
1189,MATTAPAN ST AND DORCHESTER AV,42.3334,-71.0439
1332,TREMONT ST AND W RUTLAND SQ,42.3334,-71.0495
1851,72 BLACKSTONE ST AND CREEK SQ,42.3334,-71.0495
2030,ISABELLA ST AND COLUMBUS SQ,42.3334,-71.0495
2165,DORCHESTER AV AND VALLEY R,42.3334,-71.0439
2391,DORCHESTER ST AND MELNEA CASS BL,42.3334,-71.0439
2457,LIVERPOOL ST AND DORCHESTER ST,42.3334,-71.0439
2611,255 SOUTHAMPTON ST AND NEWMARKET SQ,42.3334,-71.0495
663,1592 TREMONT ST,42.333473,-71.103154
2646,1575 TREMONT ST,42.333487,-71.101661
607,CABOT ST,42.333492,-71.087903
1101,575 CABOT ST,42.333492,-71.087903
2620,LINCOLN ST AND HARVARD AV,42.333527,-71.12513
41,L ST AND MARINE R,42.333587,-71.035531
1894,L ST AND POWERHOUSE ST,42.333587,-71.035531
1584,MELNEA CASS BL AND HAMPDEN ST,42.333644,-71.08145
386,d1261 DORCHESTER AV,42.333877,-71.049591
1393,2 WORTHINGTON ST,42.333883,-71.102608
1002,25 WHITTIER ST AND DORCHESTER AV,42.333967,-71.088651
63,3 PENNIMAN R,42.33405,-71.149622
1025,628 E 5TH ST AND L ST,42.334127,-71.035501
542,5 9TH ST,42.334148,-71.053692
1732,MELNEA CASS BL AND SOJOURNER TRUTH CT,42.334177,-71.084861
1995,4 RAYNOR CR AND SOJOURNER TRUTH CT,42.334177,-71.084861
166,M ST AND MARINE R,42.334197,-71.033151
2862,H ST AND I ST,42.334217,-71.041721
1625,TURQUOISE WAY AND MCGREEVEY WY,42.334236,-71.096971
81,HIGH ST AND SUMMER ST,42.334264,-71.191804
403,ST ALBANS R,42.334264,-71.107124
1283,NORTH ST AND SURFACE R,42.334277,-71.031081
1844,1176 TREMONT ST,42.334347,-71.089021
1237,I ST AND COLUMBIA R,42.334427,-71.039761
2132,125 BOWKER ST,42.33458,-71.11463
2717,W EIGHTH ST AND DORCHESTER AV,42.334677,-71.053171
393,34 WORTHINGTON ST,42.334679,-71.102126
90,1157 TREMONT ST,42.334814,-71.088956
68,ANNUNCIATION R,42.335097,-71.092871
732,389 CHESTNUT HILL AV,42.335155,-71.14984
178,O ST AND 6TH ST,42.335197,-71.029401
1781,FENWOOD R,42.335267,-71.107501
2270,HARVARD AV AND ESMOND ST,42.3353,-71.1219
2336,HARVARD AV AND BLUE HILL AV,42.3353,-71.1219
2669,HARVARD AV AND FARRINGTON ST,42.3353,-71.1219
2776,HARVARD AV AND FABYAN ST,42.3353,-71.1219
1762,KENDALL ST,42.335327,-71.081911
2179,P ST AND COLUMBIA R,42.335377,-71.026961
65,K ST AND MARINE R,42.335399,-71.037291
237,K ST AND COLUMBIA R,42.335399,-71.037291
1768,655 E BROADWAY AND L ST,42.335417,-71.038391
572,MARKET ST,42.335446,-71.036622
801,1135 TREMONT ST,42.335537,-71.088241
2060,527 BROADWAY,42.335595,-71.045843
1712,2001 BEACON ST,42.335613,-71.150016
1167,25 SHATTUCK ST AND LONGWOOD AV,42.335677,-71.104241
2019,4 BOWKER ST,42.335783,-71.116506
2772,1114 HARRISON AV AND SHABAZZ WY,42.335815,-71.073963
1162,83 E BROADWAY,42.335817,-71.035611
1174,88 E BROADWAY,42.335817,-71.035611
1217,58 E BROADWAY,42.335817,-71.035611
1484,244 E BROADWAY,42.335817,-71.035611
1509,87 E BROADWAY,42.335817,-71.035611
1746,41 E BROADWAY,42.335817,-71.035611
2095,52 E BROADWAY,42.335817,-71.035611
2348,48 E BROADWAY,42.335817,-71.035611
2421,54 E BROADWAY,42.335817,-71.035611
2837,6 E BROADWAY,42.335817,-71.035611
530,1 OWEN ST,42.335845,-71.050501
1954,1 BOWKER ST,42.33585,-71.11661
222,42 8TH ST,42.335898,-71.055179
1231,WARREN ST AND CONSTITUTION R,42.335957,-71.077301
2324,65 WARREN ST AND DUDLEY ST,42.335957,-71.077301
2749,7 STRATHMORE R,42.33624,-71.145759
248,1065 TREMONT ST,42.33626,-71.08642
2687,531 COMMONWEALTH AV,42.336441,-71.188352
118,357 COMMONWEALTH AV,42.336453,-71.180475
2035,5 ANNUNCIATION R,42.336491,-71.093137
2289,1038 TREMONT ST,42.33652,-71.085464
1748,BEACON ST AND RESERVOIR R,42.336664,-71.166962
1911,1035 TREMONT ST,42.336677,-71.085631
400,E 3RD ST AND FARRAGUT R,42.336687,-71.034801
1454,6 SUTHERLAND R,42.336718,-71.150712
1864,1008 TREMONT ST,42.336718,-71.084692
218,1027 TREMONT ST,42.336827,-71.085341
1863,1012 TREMONT ST,42.336836,-71.084874
89,CHESTNUT HILL AV AND LEDGEMERE R,42.337107,-71.151661
571,CHESTNUT HILL AV AND SOUTHMERE R,42.337107,-71.151661
650,CHESTNUT HILL AV AND CHISWICK R,42.337107,-71.151661
755,41-73 FRANCIS ST,42.337107,-71.109951
1130,CHESTNUT HILL AV AND WILTSHIRE R,42.337107,-71.151661
1141,CHESTNUT HILL AV AND PRISCILLA R,42.337107,-71.151661
1423,CHESTNUT HILL AV AND EMBASSY R,42.337107,-71.151661
1617,CHESTNUT HILL AV AND WALLINGFORD R,42.337107,-71.151661
245,474 BROOKLINE AV AND BINNEY ST,42.337153,-71.108762
291,E 2ND ST AND G ST,42.337243,-71.03453
315,E 2ND ST AND FARRAGUT R,42.337243,-71.03453
1690,E 2ND ST AND DORCHESTER AV,42.337243,-71.03453
790,629 E 2ND ST AND DORCHESTER AV,42.337268,-71.038057
1059,W 5TH ST AND B ST,42.33728,-71.052308
2552,6 ORKNEY R,42.337344,-71.147663
680,1 THORN ST,42.337429,-71.068672
2645,16 I ST AND BURRILL PL,42.337444,-71.039973
1010,15 ORKNEY R,42.337557,-71.148251
1566,BINNEY ST AND FENWOOD R,42.337933,-71.107147
519,W 4TH ST AND FRONTAGE R,42.337952,-71.05165
1969,ST CASIMIR AND FLAHERTY WY,42.338137,-71.053571
2245,1 SUMMER ST AND BOYLSTON ST,42.338195,-71.191394
378,1 LANARK R,42.338235,-71.145833
2491,SILVER ST AND F ST,42.338317,-71.050901
1780,SHAWMUT AV AND EMERALD CT,42.33842,-71.07607
810,STRATHMORE R,42.338597,-71.149551
2242,75 STRATHMORE R,42.338707,-71.149001
960,8 CANTON CT,42.33877,-71.070259
2144,12 LANARK R,42.338829,-71.146245
199,13 LANARK R,42.338855,-71.146286
360,9 KILSYTH R,42.338997,-71.147671
705,114 STRATHMORE R,42.339057,-71.151581
2360,1 KILSYTH R,42.339225,-71.14705
1275,97 STRATHMORE R,42.339242,-71.150697
1400,95 SUTHERLAND R,42.339307,-71.148581
162,E 1ST ST AND FARRAGUT R,42.339371,-71.034655
636,109 STRATHMORE R,42.339397,-71.151221
2488,8 COMMONWEALTH AV,42.339403,-71.167087
1049,975 BROOKLINE AV,42.33947,-71.092511
2612,252 BROADWAY,42.339537,-71.051571
1815,LONGWOOD AV AND PILGRIM R,42.339545,-71.109044
305,153 STRATHMORE R,42.339587,-71.153311
190,HUNTINGTON AV AND FENWOOD R,42.339591,-71.094203
1626,HUNTINGTON AV AND MASSACHUSETTS AV,42.339591,-71.094203
2385,HUNTINGTON AV AND CROMWELL R,42.339591,-71.094203
1216,155 STRATHMORE R,42.339687,-71.153381
1798,132 KILSYTH R,42.339767,-71.146931
282,164 STRATHMORE R,42.339797,-71.154031
241,LANARK R,42.339837,-71.146631
1674,BROOKLINE AV AND BOYLSTON ST,42.339837,-71.105681
1682,BOYLSTON ST AND BROOKLINE AV,42.339837,-71.105681
1001,27 DUDLEY ST,42.339857,-71.068442
265,163 STRATHMORE R,42.339907,-71.153511
1112,25 W 5TH ST AND DORCHESTER AV,42.339937,-71.056461
2159,16 SIDLAW R,42.340009,-71.15263
2170,198 STRATHMORE R,42.340127,-71.154741
1299,77 KILSYTH R,42.340167,-71.144701
2143,KINROSS R,42.340197,-71.149401
2198,KINROSS RD AND SUTHERLAND R,42.340197,-71.149401
2148,34 KINROSS R,42.340257,-71.148701
186,D ST AND BROADWAY,42.340312,-71.048873
1116,89 UNION PK,42.340316,-71.067573
1783,28 SIDLAW R,42.340367,-71.152701
893,W 1ST ST AND F ST,42.34041,-71.047484
1346,W 1ST ST AND C ST,42.34041,-71.047484
2234,193 STRATHMORE R,42.340427,-71.154461
1614,4 GREYCLIFFE R,42.340456,-71.161311
2264,32 SIDLAW R,42.340467,-71.152871
591,CHISWICK R,42.340487,-71.153111
1529,CHISWICK RD AND LOTHIAN R,42.340487,-71.153111
648,116 LANARK R,42.34052,-71.148933
2352,111 KILSYTH R,42.340587,-71.146291
2013,125 LANARK R,42.340617,-71.149061
397,112 LANARK R,42.34065,-71.148624
232,77 LANARK R,42.340697,-71.146821
635,119 LANARK R,42.340717,-71.148881
646,119 LANARK RD AND SUTHERLAND R,42.340717,-71.148881
2103,134 SUTHERLAND R,42.340717,-71.147781
2433,136 SUTHERLAND R,42.340717,-71.147781
928,PILGRIM R,42.340727,-71.10688
225,B ST AND NORTHERN AV,42.340763,-71.054222
234,103 LANARK R,42.340787,-71.148031
953,125 CHISWICK R,42.340827,-71.152411
5,8 BOYLSTON ST AND TREMONT ST,42.340887,-71.077941
332,OAK ST AND TREMONT ST,42.340887,-71.077941
986,TREMONT ST AND OAK ST,42.340887,-71.077941
2225,HIGH ST AND TREMONT ST,42.340887,-71.077941
1294,4 WALLINGFORD R,42.341167,-71.151141
2115,238 ST BOTOLPH ST AND LEGENDS WAY,42.34134,-71.084482
1981,EGREMONT R,42.341432,-71.143271
858,3 WALLINGFORD R,42.341437,-71.150771
2471,9 WALLINGFORD R,42.341487,-71.151041
758,28 WALLINGFORD R,42.341638,-71.152445
1119,1737 COMMONWEALTH AV AND ROTTERDAM ST,42.341867,-71.149281
2032,2 COLBORNE R,42.34195,-71.145942
1118,ST ALPHONSUS ST AND LONGWOOD AV,42.342,-71.1106
204,3 ST STEPHEN ST,42.342056,-71.087853
2257,5 ST STEPHEN ST,42.342056,-71.087853
1048,29 MT HOOD R,42.342077,-71.142721
637,LEAMINGTON R,42.342107,-71.149901
1113,21 UNDINE R,42.342187,-71.166711
96,UNDINE R,42.342227,-71.167081
1176,37 LEAMINGTON R,42.342385,-71.149757
1940,45 NOTTINGHILL R,42.342807,-71.149871
872,WALLINGFORD R,42.342914,-71.151983
217,35 ATHENS ST AND F ST,42.34299,-71.056208
2263,HEMENWAY ST AND WESTL,42.343057,-71.090411
1372,71 NOTTINGHILL R,42.343155,-71.150133
1330,EUSTON R,42.343157,-71.146621
2744,GREENBAUM ST AND FOUNDRY ST,42.343214,-71.058608
1586,PORTINA R,42.343304,-71.156228
2596,349 D ST AND CYPHER ST,42.343403,-71.045468
2562,NOTTINGHILL R,42.343457,-71.149081
1660,BOSTON HARBOR - C6,42.34359,-71.03137
2479,197 FOSTER ST,42.343667,-71.158341
1054,SUMMER ST AND DORCHESTER AV,42.343714,-71.0316
1564,COLBORNE R,42.343854,-71.147431
1051,WILTSHIRE R,42.343887,-71.154721
2578,2 NOTTINGHILL R,42.343937,-71.15
2582,1 NOTTINGHILL R,42.343946,-71.149999
1201,2445 COLUMBUS AV,42.343957,-71.077971
1814,DORCHESTER AV AND COLUMBUS AV,42.343957,-71.077971
2748,18 NOTTINGHILL R,42.34398,-71.149802
1538,F ST AND PAPPAS WY,42.344154,-71.038956
1511,82 COLBORNE R,42.344197,-71.148241
174,98 COLBORNE R,42.344312,-71.148885
1036,81 WALLINGFORD R,42.344397,-71.152001
1964,63 COLBORNE R,42.344457,-71.146951
2003,BURBANK ST AND EDGERLY R,42.344597,-71.088401
1518,89 COLBORNE R,42.34462,-71.148386
12,CLAYMOSS R,42.344626,-71.145537
2002,91 COLBORNE R,42.344627,-71.148421
1422,2 WOODSTOCK AV,42.344648,-71.139006
1334,WARREN AV AND CAMELOT CT,42.344657,-71.073891
567,1 VAN NESS ST,42.344661,-71.099512
2771,97 COLBORNE R,42.344699,-71.148652
1868,KENMORE ST AND COMMONWEALTH AV,42.34478,-71.09828
2634,119 COLBORNE R,42.344877,-71.149571
871,48 BLENFORD R,42.344887,-71.150021
430,DRY DOCK AV AND CALLENDER ST,42.344898,-71.032589
622,26 AMORY ST,42.344935,-71.113754
1409,BLENFORD R,42.345014,-71.150447
1091,165 FOSTER ST,42.345277,-71.157941
104,BOYLSTON ST AND MASSACHUSETTS AV,42.345298,-71.095063
507,BOYLSTON ST AND HAVERFORD ST,42.345298,-71.095063
918,18 WOODSTOCK AV,42.34541,-71.138083
885,22 WOODSTOCK AV,42.34552,-71.138395
1243,WOODSTOCK AV,42.345576,-71.137565
597,BELVIDERE ST AND CLEARWAY ST,42.345997,-71.085021
2322,251 KELTON ST AND COREY R,42.346037,-71.135601
246,NORTHERN AV,42.346119,-71.037308
1008,SUMMER ST AND SURFACE R,42.34614,-71.045601
2569,SUMMER ST AND CAMBRIDGE ST,42.34614,-71.045601
2809,SUMMER ST AND CYPHER ST,42.34614,-71.045601
760,93 ACADEMY HILL R,42.346147,-71.154771
1590,7 SCOTIA ST,42.346695,-71.085807
2833,BINFORD ST AND MELCHER ST,42.347061,-71.050808
2856,BINFORD ST AND CHANNEL ST,42.347061,-71.050808
493,KELTON ST AND BRAINERD R,42.347085,-71.137555
842,BUSINESS ST AND RESERVATION R,42.347087,-71.082487
1869,215 ST CHARLES ST,42.347267,-71.071891
1966,7 SCOTTFIELD R,42.34763,-71.136583
1896,LORRAINE TR,42.34773,-71.139288
2697,3 VINE ST,42.347877,-71.063761
2012,55 LEWIS MALL R,42.34794,-71.082345
2431,32 ACADEMY HILL R,42.347997,-71.153031
1009,DICKINSON R,42.348137,-71.161771
447,24 ACADEMY HILL R,42.348257,-71.152851
2778,MINOT ST AND KENMARE R,42.3483,-71.0982
1186,GREYMERE R,42.348307,-71.162591
1185,17 GREYMERE R,42.348432,-71.162952
2593,16 DICKINSON R,42.348557,-71.161931
2572,75 EXETER ST AND BLAGDEN ST,42.348558,-71.079244
2020,ST MARYS ST AND MOUNTFORT ST,42.348597,-71.106886
172,101 LANGLEY R,42.348827,-71.164101
226,97 LANGLEY R,42.348867,-71.164251
1061,2 FRANKLIN ST AND HIGH ST,42.348931,-71.175811
1222,65 OCONNOR WY,42.348937,-71.095164
788,46 BRECK AV,42.349007,-71.168691
588,425 MARKET ST,42.34912,-71.153428
2568,52 BENNETT ST,42.349211,-71.062177
420,32 BENNETT ST,42.349256,-71.062284
2393,OAK ST AND SHAWMUT ST,42.34932,-71.154176
2863,BENNETT ST,42.349387,-71.062241
1074,1 WIRT ST,42.349436,-71.151543
1202,2 WIRT ST,42.349436,-71.151543
2838,MELCHER ST AND BINFORD ST,42.349437,-71.050381
2610,64 LANGLEY R,42.349457,-71.165301
434,412 MARKET ST,42.34947,-71.153142
163,OLIVER ST AND HIGH ST,42.349487,-71.160041
508,SUMMER ST AND ESSEX ST,42.349499,-71.111226
1078,ESSEX ST AND SUMMER ST,42.349499,-71.111226
1722,11 FAIRBANKS ST,42.349507,-71.162851
736,A ST AND NECCO CT,42.349568,-71.051391
1024,421 MARKET ST,42.349586,-71.153696
2753,22 BRECK AV,42.349587,-71.167991
425,KNEELAND ST AND HARVARD ST,42.349842,-71.059207
575,396 MARKET ST,42.349885,-71.152773
1528,808 COMMONWEALTH AV,42.349985,-71.111727
1412,25 LEICESTER ST,42.349987,-71.154261
2725,5 SPOFFORD R,42.350137,-71.133211
1168,ATLANTIC AV AND HIGH ST,42.350162,-71.132016
2535,2 AVE DELAFAYETTE,42.350162,-71.132016
158,386 MARKET ST,42.350163,-71.152588
43,179 AMORY ST,42.350188,-71.113649
1621,258 AMORY ST,42.350217,-71.113901
2210,29 BENTLEY ST,42.350257,-71.151621
88,872 COMMONWEALTH AV,42.350345,-71.114427
1958,24 BENTLEY ST,42.350427,-71.151181
1905,846 COMMONWEALTH AV,42.350443,-71.113029
864,16 GREYLOCK R,42.350487,-71.134621
1639,1227 COMMONWEALTH AV AND HARVARD ST,42.350499,-71.131575
686,46 FAIRBANKS ST,42.350567,-71.163181
1747,BOSTON WHARF RD AND SLEEPER ST,42.350579,-71.046171
2211,BENTLEY ST,42.350597,-71.151111
58,39 SURREY ST,42.350627,-71.154671
1737,CHESTNUT HILL AV AND COMMONWEALTH AV,42.350719,-71.117875
2086,DORCHESTER AV AND COMMONWEALTH AV,42.350719,-71.117875
2630,62 GORDON ST,42.350737,-71.139861
895,36 FORDHAM R,42.350757,-71.128074
18,5 OCONNOR WY,42.350816,-71.065575
74,LYDON WY,42.350816,-71.065575
168,MULLINS WY,42.350816,-71.065575
380,SONGIN WY,42.350816,-71.065575
553,ACCOLON WY,42.350816,-71.065575
753,OCONNOR WY,42.350816,-71.065575
1082,1 ACCOLON WY,42.350816,-71.065575
1360,CUMMINGTON ST,42.350816,-71.065575
1758,6 OCONNOR WY,42.350816,-71.065575
2114,CORNELIA WY,42.350816,-71.065575
2224,7 POWERHOUSE ST,42.350816,-71.065575
2595,05 OCONNOR WY,42.350816,-71.065575
1240,918 COMMONWEALTH AV,42.350848,-71.11702
2587,54 GORDON ST,42.351017,-71.139841
868,38 FORDHAM R,42.351107,-71.127801
1987,BEACH ST AND SURFACE R,42.351117,-71.060041
284,CONGRESS ST AND BOSTON WHARF R,42.351155,-71.04538
922,B ST AND CONGRESS ST,42.351155,-71.04538
1148,CONGRESS ST AND DORCHESTER AV,42.351155,-71.04538
29,63 TURNER ST,42.351417,-71.161851
389,26 FORDHAM R,42.351427,-71.127721
538,SOUTH ST AND JAMAICAWAY,42.351477,-71.057521
633,BERTSON AV AND LAGRANGE ST,42.351477,-71.063471
1462,LAGRANGE ST AND SEARLE R,42.351477,-71.063471
1506,LAGRANGE ST AND REDGATE R,42.351477,-71.063471
1661,LAGRANGE ST AND STURGES R,42.351477,-71.063471
2290,DORCHESTER AV AND LAGRANGE ST,42.351477,-71.063471
2408,LAGRANGE ST AND ADDINGTON R,42.351477,-71.063471
1455,1026 COMMONWEALTH AV,42.351557,-71.121965
656,43 IMRIE R,42.351607,-71.138191
954,8 ADAIR R,42.351837,-71.166911
2205,CONGRESS ST AND SERVICE R,42.351883,-71.049569
1214,7 FORDHAM R,42.351906,-71.128043
1897,4 BRIGHTON AV,42.351961,-71.12565
435,2 BRIGHTON AV,42.35199,-71.125628
2009,2 PIER 4 NAVY YAR,42.352025,-71.04256
910,ARLINGTON ST AND MARGINAL R,42.352098,-71.071063
2426,15 ARLINGTON ST AND BOYLSTON ST,42.352099,-71.153413
627,IMRIE R,42.352117,-71.138411
1676,48 BRIGHTON AV,42.352197,-71.127541
853,33 SLEEPER ST AND DUDLEY ST,42.352212,-71.04875
1931,5 BRIGHTON AV,42.352263,-71.12539
2394,9 BRIGHTON AV,42.352287,-71.125595
450,11 BRIGHTON AV,42.352299,-71.125697
933,15 BRIGHTON AV,42.352324,-71.125902
1447,RUTHERFORD AV AND ROUTE 1,42.352329,-71.058012
